index_woodruff,index_scriptures,cosine_score,verse_title,volume_title,internal_id,parent_id,order,website_url,match_count,text_woodruff,text_scriptures,dates
40057,94219,0.77273,Doctrine and Covenants 124:125,Doctrine and Covenants,1496,670.0,152,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/b1336439-95eb-475c-81a5-84249fc548ca,1,to be Prophet seer and Revelator in the Church and,"presiding elder over all my church, to be a translator, a revelator, a seer, and prophet.",
40072,55709,0.7487,Acts 2:38,New Testament,1496,670.0,152,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/b1336439-95eb-475c-81a5-84249fc548ca,1,in the name of Jesus Christ and we bless you,one of you in the name of Jesus Christ for,
40103,93483,0.71819,Doctrine and Covenants 115:3,Doctrine and Covenants,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,in the Church of Jesus Christ of Latter day Saints,"of my Church of Jesus Christ of Latter-day Saints, scattered abroad in all the world;",1856-10-03|1856-10-04
40103,94362,0.76346,Doctrine and Covenants 127:12,Doctrine and Covenants,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,in the Church of Jesus Christ of Latter day Saints,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1856-10-03|1856-10-04
40103,94551,0.76658,Doctrine and Covenants 128:21,Doctrine and Covenants,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,in the Church of Jesus Christ of Latter day Saints,tribulations of this Church of Jesus Christ of Latter-day Saints!,1856-10-03|1856-10-04
40106,94219,0.76418,Doctrine and Covenants 124:125,Doctrine and Covenants,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,be a prophet seer and Revelator in the church and,"presiding elder over all my church, to be a translator, a revelator, a seer, and prophet.",1856-10-03|1856-10-04
40110,69317,0.75273,Mosiah 3:17,Book of Mormon,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,Smith Jr. and we say unto you that you shall,"And moreover, I say unto you, that there shall be",1856-10-03|1856-10-04
40110,69333,0.78763,Mosiah 3:20,Book of Mormon,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,Smith Jr. and we say unto you that you shall,"And moreover, I say unto you, that the time shall",1856-10-03|1856-10-04
40110,70385,0.72428,Mosiah 15:28,Book of Mormon,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,Smith Jr. and we say unto you that you shall,And now I say unto you that the time shall,1856-10-03|1856-10-04
40110,82212,0.72185,3 Nephi 16:1,Book of Mormon,1497,670.0,153,https://wilfordwoodruffpapers.org/documents/c3b604f1-5cf1-43ec-b895-dd787c92d975/page/33cbb780-9f98-4710-8516-bdd1499c092a,1,Smith Jr. and we say unto you that you shall,"And verily, verily, I say unto you that I have",1856-10-03|1856-10-04
